,0,1,2,3,4,5,6,7,8,9,10
5674,76 : 8,他們為喜愛真主而賑濟貧民、孤兒、俘虜。,,他們以自愛的食物款待貧人、孤兒、俘虜。,,他們也為了敬愛他(安拉)而供給窮人、孤兒和俘虜飲食。,,他們把所愛的食物供給赤貧、孤兒和俘虜。,,"他們為敬愛他[安拉]而賑濟貧民
[注1]
、孤兒
[注2]
和俘虜。",
5675,76 : 9,「我們只為愛戴真主而賑濟你們，我們不望你們的報酬和感謝。,,（說：）我們為著討安拉的喜款待你們，並不向你們索報酬與感謝。,,(說道：)“我們只是為了安拉供給你們飲食，我們不希望由你們獲得報酬或感謝。,,"“我們供給你們吃的，只是為了安拉的情面
[注]
，我們不要你們的還報和感謝。",,[他們說]：“我們只為獲取安拉的喜悅而賑濟你們，我們不要你們的回報和感恩。,
5676,76 : 10,我們的確畏懼從我們的主發出的嚴酷的一日。」,,我們實是駭懼出自養主極端酸臉的那一日。,,“我們害怕來自我們的主的令人愁眉(苦臉)的欠日子(審判日)。”,,"的確，我們駭怕我們養主的那一天——[臉面]極其難看的那天
[注]
。”",,我們的確畏懼從我們的主降示的恐怖苦難之日[的刑罰]。”,
5677,76 : 11,故真主將為他們防禦那日的災難，並賞賜他們光華和快樂。,,安拉於那日的禍患上庇佑他們。並使他們看見鮮艶與欣喜；,,所以安拉將把他們從那天的災難當中拯救出來，並使他們(容光)煥發和(身心)愉快。,,於是安拉從那天的危害人保護了他們，並把光澤和愉快賜給他們。,,所以，安拉將拯救他們脫離那日的災難，並使他們容光煥發，幸福愉快。,
5678,76 : 12,他將因他們的堅忍而以樂園和絲綢報酬他們。,,他因著他們的忍耐，把園林與綾錦賞給他們。,,並由於他們是堅忍的，賞給他們樂園和絲綢的衣服，,,"由於他們忍耐，他用天堂、綢緞酬報他們
[注]
。",,由於他們堅忍，他將賜給他們樂園和絲綢[做的衣服]。,
5679,76 : 13,他們在樂園中，靠在床上，不覺炎熱，也不覺嚴寒。,,他們在那裏靠在床上，看不見太陽與嚴寒。,,躺在(園中的)高椅上，他們既受不到太陽(的酷熱)，也沒有嚴寒。,,他們在其中依靠在繡床上，覺不到炎日和寒冷。,,[他們在樂園裏將]靠在寶椅上，既不覺炎熱，也不覺寒冷。,
5680,76 : 14,樂園的蔭影覆庇著他們，樂園的果實，他們容易採摘。,,園林的陰影接近他們。牠的果子容易摘取。,,它(樂園)的濃蔭靠近他們，成串的果實低垂。,,它的陰影遮住他們，它的果品的採摘是極其方便的。,,樂園的蔭影遮著他們，樂園的水果伸手可摘。,
5681,76 : 15,將有人在他們之間傳遞銀盤和玻璃杯——,,給他們輪轉銀器與玻璃杯。,,他們將輪回傳遞銀樽和水晶杯。,,銀器皿和琉璃杯被傳遞在他們之間。,,銀制器皿和水晶杯將傳遞給他們，,
5682,76 : 16,晶瑩如玻璃的銀盃，他們預定每杯的容量。,,就是他們估計，切實估計的銀玻璃。,,那是像水晶一樣的透亮(但卻是)用銀製成的。他們將按照(他們的所需)斟酌它的多寡。,,"它是銀琉璃的。他們量情估計它的
[注]
。",,那水晶杯其實也是銀制的，他們可隨意決定杯中的容量[想裝多少，就裝多少]。,
5683,76 : 17,他們得用那些杯飲含有薑汁的醴泉，,,他們在那裏得飲以調和物是薑汁子的琖。,,他們將被賜給一杯用姜水調和的，,,"他們在其中被供以美酒，其中混有薑汁的
[注]
。",,他們在樂園裏將被賜飲用薑調製的仙酒，,
5684,76 : 18,即樂園中有名的清快泉。,,在那裏一個名為（色洛賽逼來）的泉源。,,(其中流著一種)名叫莎爾莎碧爾噴泉的水。,,"其中有一種泉水，被叫做賽洛賽華倆
[注]
。",,那是樂園裏一股名叫“色勒色比勒”的泉水。,
5685,76 : 19,許多長生不老的少年，輪流著服侍他們。當你看見那些少年的時候，你以為他們是些散漫的珍珠。,,日久不變容顏的幼童往來至他們。你瞧見他們的時候，便以為他們是斷了線的珍珠。,,侍候他們的是一群青春永駐的青年，如果你看到他們，你一定會以為他們是散置的明珠。,,"-些永遠年少的仙童圍繞在他們的周圍，在你看到他們時，你會以為他們是散漫的珍珠
[注]
。",,永遠年青的童僕將服侍他們。當你看見他們時，你會以為他們是散開的珍珠。,
5686,76 : 20,當你觀看那裏的時候，你會看見恩澤和大國。,,你在那裏看的時候，你就看見福祉與大國了。,,當你張望時，你將看到幸福和一個偉大的王國。,,"在你看到時
[注1]
，你在那裏會看到恩澤和寬大的權柄
[注2]
。",,當你觀看那裏[樂園]時，你將看見[想像不到的]恩澤和大國。,
5687,76 : 21,他們將穿著綾羅錦緞的綠袍，他們將享受銀鐲的裝飾，他們的主，將以純潔的飲料賞賜他們。,,他們上身著有綠色的精緻的與粗糙的綢緞衣服，並被飾以銀鐲。養主教他們飲清潔的飲料。,,他們身上(穿)的將是綠色的織錦長袍，他們也將戴著銀手鐲，他們的主將賜給他們純淨的飲料。,,他們的身上是綠綢和緞子的衣服，他們佩戴著銀手鐲，他們的養主供給他們潔淨的飲料。,,他們穿的衣服是上等綠綢加金絲做的，他們戴的是銀手鐲。他們的主將賜給他們仙酒。,
5688,76 : 22,（將對他們說：）「這確是你們的報酬，你們的勞績是有報酬的。」,,這 是對你們的報償；你們的努力已獲悅納了。,,他們將被告訴道：“這的確是給你們的回賜，你們的努力被接受了。”,,的確，這是對你們的報酬，你們的奔忙是有酬報的。,,[有話聲對他們說]：“這就是給你們的報酬，你們的善功已被接受。”,
5689,76 : 23,我確已將《古蘭經》零星地降示你，,,我降給你古蘭，切實地頒降。,,我曾逐步地頒降將古蘭給你(穆聖)。,,"的確，我逐漸地
[注]
降古蘭給你。",,我確已把《古蘭經》循序漸進降給你[穆聖]，,
5690,76 : 24,故你應當忍受你的主的判決。你不要順從他們中任何犯罪的人，或孤恩的人。,,你當安心奉行養主的判斷。你不要順從他們之中，作罪的或忘恩的人。,,所以你要對你的主的命令(判決)堅忍、服從，(耐心地等待)，並且不要順從他們當中的罪人和忘恩的人，,,"所以你對你養主的判斷
[注]
忍耐吧！你不要順從他們中的犯罪者或隱昧者！",,因此，你當耐心聽從你的主的判決，你不要服從他們中的犯罪者和忘恩負義者。,
5691,76 : 25,你應當朝夕紀念你的主的尊名，,,你當朝夕記念你養主之名。,,和在晨昏時紀念你的主的尊名。,,你於早、晚提念你養主之名吧！,,你當在早晨[晨禮]和下午[晌禮和晡禮]贊念你的主的尊名③。,
5692,76 : 26,夜裏，你應當以小部份時間向他叩頭，以大部份時間讚頌他。,,你當在半夜裏為他叩頭；你當在長夜裏頌他清淨。,,你也要在夜間的一部分時間向他(主)匍匐叩頭，並在漫長的夜間讚美他。,,"在黑夜中，你為他
[注]
叩頭吧！你在黑夜經常讚頌他清高吧！",,"夜裏，你當用少部分時間叩拜他
[注]
[昏禮和宵禮]，並用大部分時間讚頌他[如禮“特哈主德拜”（深夜禮拜）]。",
5693,76 : 27,這等人的確愛好現世，而忽視未來的嚴重的一日。,,的確，這般人愛現世，棄重日於後面。,,這些人的確只愛轉瞬即逝的今世，而把痛苦的大日子(審判日)置於腦後。,,"的確，這些人他們喜愛塵世，他們把沉重的一日
[注]
置於身後。",,這些人[不信仰者]的確貪戀[短暫的]今世生活，他們忽略了沉重之日的刑罰。,
5694,76 : 28,我創造了他們，並使他們的體格堅實。如果我意欲，我將以像他們一樣的人代替他們。,,我造化了他們；我堅固了他們的關節。我意欲……的時候，我就改換類似他們的，切實地改換。,,我曾造化了他們，我也曾賦予他們強健的體格。但是，當我願意時，我能以類似的(造化)完全代替他們。,,"我造化了他們，加固了他們的關節。如果我要時，我將造化
[注]
像他們的。",,我創造他們，並賜給他們強健的體魄。假如我意欲，我將用像他們一樣的人來徹底代替他們。,
5695,76 : 29,這確是教誨，誰願意覺悟，誰可以選擇一條通達他的主的道路。,,這確是一種教戒。,,這的確是一個提醒，誰願意就讓他擇取一條通到他的主的(正)道。,,"的確，這是一種規勸
[注1]
。所以凡要者
[注2]
，則採取至其養主之路。",,這[《古蘭經》]確是一項教誨，有志者可自擇一條通向他的主的大道。,
5696,76 : 30,除真主意欲外，你們決不意欲。真主是全知的，是至睿的。,,誰願意……誰就向其養主取一途徑。除非安拉意欲……的時候，你們無所意欲。安拉確是深知的，明哲的。,,但是，除了安拉願意，你們是不會的，安拉是全知的和睿智的。,,"你們所要的
[注1]
，只是安拉所要的。的確，安拉是全知的、巧妙的
[注2]
。",,除非安拉意欲，否則，你們絕不能這樣做。安拉確是全知的，最睿智的。,
5697,76 : 31,他使他所意欲的人，入在他的慈恩中。至於不義的人們，他已為他們預備了痛苦的刑罰。,,他教自所意欲……的人入在自己的慈惠中。背義的人，真主已為他們備下痛刑了。,,他使他所意欲的人進入他的慈憫，他也為犯罪者準備了嚴峻的刑罰。,,"他使他要的人進入他的慈憫中
[注1]
，而虧害者們
[注2]
，他為他們準備下痛刑。",,他將使他所意欲者進入他的恩惠中。至於不義者，他為他們準備了痛苦的刑罰。,
5698,章:節,馬堅譯本,,王靜齋譯本,,仝道章譯本,,馬金鵬譯本,,馬仲剛譯本,
5699,77 : 1,誓以奉派傳達佳音，,,試思一般繼續被差的，,,憑那一次跟著一次被遣的，,,"以陸續的風
[注]
發誓。",,以接連被派遣者[天使或使者]發誓，,
5700,77 : 2,遂猛烈吹動者，,,行動神速神速的，,,憑那怒吼的，,,以強烈的風發誓。,,以猛烈吹動的狂風發誓，,
5701,77 : 3,誓以傳播各物，,,播揚播揚的，,,憑那傳播的，,,"以散佈的風
[注]
發誓。",,以驅雲下雨的風發誓，,
5702,77 : 4,而使之分散，,,分別分別的，,,憑那些(把真假)完全分開的，,,"以分辨者
[注]
發誓。",,以分辨真偽的[《古蘭經》]經文發誓，,
5703,77 : 5,乃傳授教訓者，,,因為（杜絕）托詞或為著警告而投教戒的；,,和憑那些(徐徐)降下提醒的，,,"以傳遞啟示者
[注]
發誓。",,以向使者們傳達啟示的天使們發誓，,
5704,77 : 6,誓以示原諒或警告者，,,.,,恕罪的，或是警告的(古蘭)。,,"[為了]託辭和警告
[注]
。",,以便終止原諒或警告。,
5705,77 : 7,警告你們的事，是必定發生的。,,所對你們約定的，必將實現。,,的確，你們所被許的一定會發生。,,"你們所受的警告，必定是落實的
[注]
。",,你們所被警告的肯定是要發生的。,
5706,77 : 8,當星宿黯淡的時候，,,當列星消滅的時候，,,所以，當星辰變暗時，,,在星辰暗淡無光時，,,當星辰暗淡時；,
5707,77 : 9,當天體破裂的時候，,,天已崩裂的時候，,,當(蒼)天崩裂時，,,在天裂開時，,,當天體破裂時；,
5708,77 : 10,當山巒飛揚的時候，,,群山粉碎的時候，,,當山嶽(隨風)吹散時，,,在山嶽被粉碎時，,,當群山[如灰塵]飛揚時；,
5709,77 : 11,當眾使者被定期召集的時候，,,列使集合的時侯，……。,,和當使者們到達他們被規定的時間時。,,在使者們定時集聚時，,,當使者們定期被召集時；,
5710,77 : 12,期限在哪日呢？,,當那一天遲延牠？,,這時間被規定在那一天呢?,,"期限
[注]
定在何時呢！",,這些跡象哪日實現呢？,
5711,77 : 13,在判決之日。,,為分明的日子。,,(那是被定在)決定(判決)的日子。,,"在分辨之日
[注]
，",,在判決日[實現]。,
5712,77 : 14,你怎能知道判決之日，是什麼？,,你怎能知道哪是分明的日子?,,如何使你(穆聖)領悟什麼是決定(判決)的日子呢?,,什麼使你知道分辨之日是什麼呀！,,你怎能知道判決日[復活日]是什麼？,
5713,77 : 15,在那日，傷哉否認真理的人們。,,不信的人們在那時候遭禍了，,,啊!那天不信真理的人們要遭殃了。,,屆時，可歎一些不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5714,77 : 16,難道我沒有毀滅先民嗎？,,我豈未滅絕前代,,我不曾毀滅了古代的人嗎?,,我沒有使前人們滅亡嗎？,,難道我沒有毀滅前人嗎？,
5715,77 : 17,然後，我使後民隨他們而消滅。,,而今後人追隨他們嗎?,,然後，我使較晚的(一代)步他們的後塵(被毀滅)，,,"以後，我讓別人跟從了他們
[注]
。",,然後，我將使後人步他們的後塵。,
5716,77 : 18,我將這樣處治犯罪的人。,,我就這樣地對待一般為惡的人。,,我就是那樣對待有罪的人。,,"就像那樣，我對犯罪者們所幹的
[注]
。",,我如此懲治犯罪者。,
5717,77 : 19,在那日，傷哉否認真理的人們。,,不信的人在那日遭禍了：,,(所以)那天不信的人要遭殃了。,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5718,77 : 20,難道我沒有用薄弱的精液創造你們嗎？,,我未曾把你們造自微賤的水，而把牠置在堅固的定處，,,我不曾由卑賤的液體造化他們嗎?,,"我沒有從卑微的水
[注]
上造化了你們嗎？",,難道我沒有用無用的精液創造你們嗎？,
5719,77 : 21,我把它放在一個堅固的安息之所，,,.,,我把它放在一個安全的居所(子宮)，,,"以後我使它處在完密地穩定之中
[注]
。",,我把它放置在一個安全處[子宮]，,
5720,77 : 22,到一個定期。,,直到限定的時期嗎?,,直到一個已知的時刻。,,"至一眾所周知的期限
[注]
。",,到一個定期。,
5721,77 : 23,我曾判定，我是善於判定的。,,我曾規定了；規定者太好了，,,我是這樣地安排，我的安排是如何卓越啊!,,"所以我規定了。規定者
[注]
真好哇！",,我如此預定。我是多麼卓越的預定者啊！,
5722,77 : 24,在那日，傷哉否認真理的人們。,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了。,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5723,77 : 25,難道我沒有使大地成為包羅,,我豈未把地作成收攬活的與死的，,,我不曾把大地變成容器，盡納一切活的和死的嗎?,,我沒有把地造成收斂者嗎？,,—,
5724,77 : 26,活物和死物的嗎？,,.,,我不曾把大地變成容器，盡納一切活的和死的嗎?,,"一切活的和一切死的
[注]
。",,難道我沒有使大地成為包容一切活物和死物的？,
5725,77 : 27,我曾在大地上，安置許多崇高的山巒。我曾賞賜你們甘美的飲料。,,並在那裏造化高大的定山，更教你們飲甘水嗎?,,並在其中安置高山，和給你們飲用甘美的水嗎?,,"我在其中
[注]
安排了高山。我使你們飲用甜水。",,我在大地上安置了堅固的高山並賜給你們飲用的甜水。,
5726,77 : 28,在那日，傷哉否認真理的人們！,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了。,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5727,77 : 29,「你們去享受你們所否認的刑罰吧！,,你們去到曾所不信的吧！,,(他們將被告訴：)“你們起程奔向你們曾經不信的(懲罰)去吧!,,你們去至你們所不信的處罰吧！,,[有話聲對不信仰者說]：“你們去見你們所否認的一切吧！,
5728,77 : 30,你們去享受有三個權的蔭影吧！」,,你們去到那不遮陰不避焰火的三叉影下吧！,,“對向你們落下的三重蔭影”前去吧!”,,"你們去至有三股陰影的
[注]
吧！",,你們去見有三個柱的蔭影吧！”[火獄的煙在上升過程中將變為三柱]。,
5729,77 : 31,那蔭影不是陰涼的，不能遮擋火焰的熱浪。,,.,,它既不能遮蔭取涼， 也不能遮擋烈焰。,,"不能遮陰的，對火焰
[注]
是無濟於事的。",,那蔭影既不產生陰涼，也不能遮擋[火獄的]烈焰。,
5730,77 : 32,那火焰噴射出宮殿般的火星，,,牠射出宮殿般的火花，,,它(火焰)爆出像宮殿一樣巨大的火花，,,的確，它射出的火花像宮殿一樣。,,火獄噴射出高樓般的火花，,
5731,77 : 33,好像黧黑的駱駝一樣。,,好像是黃毛駱駝。,,好像(一隊)黃色的駱駝。,,它像是烏黑的駱駝一般。,,那火花好像黃色的駱駝[或捆綁的繩索]。,
5732,77 : 34,在那日，傷哉否認真理的人們！,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了。,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5733,77 : 35,這是他們不得發言之日。,,這是他們不能發言，,,那是他們有口難言之日，,,"這是他們不言不語之日
[注]
。",,這是他們不能說話之日。,
5734,77 : 36,他們不蒙許可，故不能道歉。,,且不允他們託辭的那一日。,,也不許他們提出藉口(或辯解)。,,他們得不到允許，怎能推辭呢！,,他們將得不到任何許可，以作辯解。,
5735,77 : 37,在那日，傷哉否認真理的人們！,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了。,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5736,77 : 38,這是判決之日，我把你們和先民集合在一處。,,這是分明的日子。我集合你們與眾前人。,,那是決定的日子，我把你們和(你們)以前的人集合在一起。,,"這是分辨之日，我使你們與前人們
[注]
相聚。",,這是判決日，我將把你們和前人都集合起來。,
5737,77 : 39,如果你們有什麼計謀，你們可對我用計。,,如果你們有詭計，你們就對我施詭計吧！,,如果你們有任何詭計，就用它來對付我吧!,,所以你們若是有詭計，你們就對我施吧！,,假如你們有計謀，你們就用計謀對付我吧！,
5738,77 : 40,在那日，傷哉否認真理的人們！,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了。,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5739,77 : 41,敬畏的人們，必定在樹蔭之下，清泉之濱，,,的確，敬慎的人們，是在陰影與泉源，,,敬畏的人在蔭涼和泉水當中。,,的確，敬畏者們，是處在陰涼、泉水，,,敬畏者必將住在蔭影下，泉水旁，,
5740,77 : 42,享受他們愛吃的水果，,,和他們所想望的鮮果之下。,,(他們將獲得)一切他們所希望的果品。,,和他們所愛好的水果之間。,,[他們將獲得]他們所想吃的水果。,
5741,77 : 43,將對他們說：「你們曾經行善，故你們痛快地飲食吧！」,,（我說：）你們以自所作過的暢然著吃飲吧！,,(他們將被告訴道：)“你們開心地吃和喝吧，(那是)由於你們以往所做過的(善行)。”,,你們優於你們所幹的，而心安理得地吃吧飲吧！,,[有話聲對他們說]：“你們愉快地吃喝吧！這是因為你們[在塵世]常行善。”,
5742,77 : 44,我必定這樣報酬行善的人們。,,我就這樣地善賞一般為善的人。,,我確實這樣回賜行善的人。,,的確，就這樣，我報酬行善者們。,,我必將如此報酬行善者。,
5743,77 : 45,在那日，傷哉否認真理的人們。,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了!,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5744,77 : 46,「你們暫時吃喝享受吧！你們確是犯罪的人。」,,你們吃吧，你們略微享受吧！你們實是為惡的人。,,(他們將被告訴道：)“你們(不信的人)吃和享受一會兒吧，你們確是有罪的人。”,,你們出吧！你們少少地享受吧！你們是犯罪者們。,,[有話聲對不信仰者說]：“[不信仰者啊！]你們暫時[在塵世]吃喝玩樂吧！你們確是犯罪者。”,
5745,77 : 47,在那日，傷哉否認真理的人們！,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了!,,屆時，可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5746,77 : 48,有人對他們說：「你們當鞠躬。」他們不肯鞠躬。,,有人語他們鞠躬的時候，他們不鞠躬。,,當有人對他們說“你們鞠躬”時，他們不(鞠躬)。,,"如有人對他們說：“你們鞠躬
[注]
吧！”他們卻不鞠躬。",,"當有人對他們說：“你們當[禮拜]鞠躬
[注]
”時，他們不鞠躬。",
5747,77 : 49,傷哉否認真理的人們！,,不信的人在那日遭禍了！,,不信(真理)的人在那天要遭殃了。,,屆時可歎一切不信之人啊！,,在那日，否認[復活日]者將遭嚴懲真活該！,
5748,77 : 50,除《古蘭經》外，他們要信仰什麼文辭呢？,,他們信牠以後的什麼話呢？,,那麼在這(古蘭)之後，他們還會信仰什麼經文呢?,,"在它
[注1]
以後，他們還歸信什麼話
[注2]
嗎？",,除這部《古蘭經》外，他們要信仰什麼言辭呢？,
5749,章:節,馬堅譯本,,王靜齋譯本,,仝道章譯本,,馬金鵬譯本,,馬仲剛譯本,
5750,78 : 1,他們互相詢問，詢問什麼？,,他們對於甚麼上互相詢問?,,他們互相詢問些什麼?,,"他們
[注]
互相詢問什麼？",,他們互相詢問什麼？,
5751,78 : 2,詢問那重大的消息，,,對於他們所因牠起爭議的重大消息上。,,(那是)關於重大的消息。,,"[詢問]巨大的消息
[注]
，",,詢問重大的消息[如伊斯蘭教，《古蘭經》，穆聖和復活日等]，,
5752,78 : 3,就是他們所爭論的消息。,,.,,那就是有關他們意見紛紜(的消息)。,,"那是他們對它分歧的
[注]
。",,那是他們常爭論的。,
5753,78 : 4,絕不然！他們將來就知道了。,,不可，他們即將知道。,,不，他們(不久)就會知道了!,,"絕不是，他們即將知道
[注]
。",,不，他們很快就會知道。,
5754,78 : 5,絕不然，他們將來就知道了。,,尤其不可，他們即將知道。,,(再說一遍)不，他們(不久)就會知道了!,,"以後，絕不是，他們即將知道
[注]
。",,不，他們很快就會知道。,
5755,78 : 6,難道我沒有使大地如搖籃，,,我豈未造地為鋪墊，,,我曾使大地廣闊無垠(作你們的逆旅)，,,我豈未使地面成為搖籃嗎？,,難道我沒有把大地造如床鋪[一樣可延伸]，,
5756,78 : 7,使山巒如木梉嗎？,,造山為釘子嗎?,,和使山嶽如椿嗎?,,"使山嶽成為木樁
[注]
嗎？",,山造如木樁嗎？,
5757,78 : 8,我曾把你們造成配偶，,,我造你們為兩性，,,(我不曾)造化你們成雙成對，,,"我把你們造化成雙成對
[注]
，",,我把你們造為成對的[如雄性與雌性，高與矮，善與惡等]。,
5758,78 : 9,我曾使你們從睡眠中得到休息，,,我規定你們的睡眠為休息。,,和使睡眠供你們休息；,,我使你們的睡眠成為休息。,,我使你們在睡眠中獲得休息。,
5759,78 : 10,我曾以黑夜為帷幕，,,我造夜為衣服。,,和使夜作衣服(掩護你們)，,,"我使黑夜成為帳幔
[注]
，",,我把夜造如幕，,
5760,78 : 11,我以白晝供謀生，,,造白晝為謀生的時間。,,和使晝供你們謀生嗎?,,"我使白晝成為生活期
[注]
，",,我使晝供[你們]謀生。,
5761,78 : 12,我曾在你們上面建造了七層堅固的天，,,我在你們上面建造堅固的七八天。,,(我不曾)在你們的頭上建立(造化)了七重天，,,"我在你們的上面建造了完密的七（層）
[注]
，",,我在你們上面造了七個堅固的天，,
5762,78 : 13,我創造一盞明燈，,,我造化了明燈。,,並(在其中)安置了華麗的燈盞(星星)嗎?,,"我安置了一盞明亮的燈
[注]
，",,並[在其中]造了一盞明燈[太陽]。,
5763,78 : 14,我從含水的雲裏，降下滂沱大雨，,,我由雲中降下傾流的水，,,我不曾從雲中降下大量的(雨)水，,,我從含雨的雲中降下傾盆大雨，,,我從含水的雲中降下豐富的雨水，,
5764,78 : 15,以便我借它而生出百穀和草木，,,為的是用牠發生穀粒，植物，,,以便我可以用它生產五穀和百草，,,"以便我用它長出籽粒
[注]
和植物，",,借此而生產出穀類和草木，,
5765,78 : 16,以及茂密的園圃。,,與繁茂的園林。,,和茂密的林園嗎?,,和茂密的果園。,,以及茂盛的果園。,
5766,78 : 17,判決之日，確是指定的日期，,,的確分明的日子，有一定的時間。,,的確，決定的日子是一個規定了的時間。,,"的確，分辨之日是約期
[注]
，",,判決日確是註定的時間。,
5767,78 : 18,在那日，號角將被吹向，你們就成群而來；,,當吹起了號筒的那一日，你們一夥一夥地到來。,,那天喇叭將被吹響，而你們就將成群地(奔跑)出采。,,"那天號角吹響了
[注1]
，於是你們一批批地來了
[注2]
。",,在那日，號角一吹響，你們將成群結隊而來；,
5768,78 : 19,天將被開闢，有許多門戶；,,天被開啟而發現了諸門。,,那時天將被打開，變成許多門戶。,,天被打開，成了一些門路。,,天將被打開，有多道門；,
5769,78 : 20,山巒將被移動，而變成幻影；,,群山移動而成映影。,,那時山嶽也將移動，它們變得好像幻影一樣。,,山嶽也被移動了，它成了粉末。,,山將被移開，變成幻景。,
5770,78 : 21,火獄確是伺候著，,,火獄確是一般違法者的要道。——歸返的地方。,,的確，地獄就好像是一個陷阱。,,"的確，折漢難是為過為者
[注]
準備的歸宿。",,火獄的確在等候，,
5771,78 : 22,它是悖逆者的歸宿；,,.,,它是)給犯罪者的家。,,,,那是叛逆者的歸宿，,
5772,78 : 23,他們將在其中逗留長久的時期。,,他們在那裏遲留好久的時期。,,他們將在其中居住很長的歲月。,,他們在其中長久逗留。,,[他們將]永居其中。,
5773,78 : 24,他們在其中不能睡眠，不得飲料，,,他們在那裏嘗不到涼爽與飲料，,,他們在那裏嘗不到涼爽，也沒有(解渴的)飲料。,,在其中嘗不到涼爽和飲料，,,他們在其中既嘗不到涼爽[的快樂]，也得不到水喝[解渴]，,
5774,78 : 25,只飲沸水和膿汁。,,只有滾水與膿水；,,除非滾燙的水和(令人)僵(硬)的嚴寒。,,除非是滾水和膿血。,,只有極熱的沸水和極冷的髒物[如膿汁]，,
5775,78 : 26,那是一個很適當的報酬。,,一種相當的報應。,,那是(對他們的罪行的)一項合適的報償。,,作為應受的報復。,,那是一項準確的報酬。,
5776,78 : 27,他們的確不怕清算，,,的確，他們原未駭懼到審算。,,他們的確不曾預期被喚來清算。,,他們不希望清算，,,"他們[在塵世時]的確忽視了清算
[注]
，",
5777,78 : 28,他們曾否認我的跡象，,,他們不信我的表徵，切實地不信。,,他們說我的啟示是假的，並且堅決不信。,,"他們對我的跡象
[注]
堅決不信，",,他們徹底否認我的啟示。,
5778,78 : 29,我曾將萬事記錄在一本天經裏。,,萬事惟經我計數牠，寫定的。,,我已在紀錄中記下每一件事。,,"一切事物，我都書寫記錄下
[注]
。",,我已把萬事萬物記錄在一部天經中。,
5779,78 : 30,（將對他們說：）「你們嘗試吧！我只增加你們所受的刑罰。」,,你們嘗試吧：我只是增給你們罪刑。,,那麼，你們就嘗試(你們所應得的)吧，除了刑罰之外，我一點也不給你們加多(其他的)。”,,"“所以你們品嘗吧
[注]
！我只給你們增加處罰。”",,[我對他們說]：“你們嘗試[作惡的結果]吧！除了刑罰外，我絕不給你們增加任何東西。”,
5780,78 : 31,敬畏的人們必有一種收穫，,,敬慎的人們必獲所得的——,,的確，敬畏的人是成功的。,,"的確，敬畏者們應得收穫
[注]
。",,敬畏者必將獲得成功，,
5781,78 : 32,許多園圃和葡萄，,,花園與葡萄（園）。,,(他們)被果園和葡萄園繞著。,,果園和葡萄，,,[他們在樂園裏必將獲得]果園和葡萄園，,
5782,78 : 33,和兩乳圓潤，年齡劃一的少女，,,一般年令相等隆乳的青年，,,他們有(年齡)相若的伴侶,,"乳峰高聳，年齡相當的
[注]
。",,乳房豐滿、年齡相同的少女[陪伴]，,
5783,78 : 34,和滿杯的醴泉。,,與滿溢的杯。,,和一滿杯(歡樂的飲料)。,,以及滿溢的杯酒。,,以及滿杯的仙酒。,
5784,78 : 35,他們在那裏面聽不到惡言和謊話。,,他們在那裏聽不到妄言與謊話。,,他們在那裏聽不到空談，也沒有謊話。,,"他們在其中
[注]
聽不到狂言和亂語。",,他們在樂園裏將聽不到穢言和謊話。,
5785,78 : 36,那是從你的主發出的報酬——充足的賞賜。,,這是出自調養你的主，就是調養天地萬有慈主的善賞——充足的賜與。,,這是你的主的報償，一項根據計算的賞賜(計功受賞)。,,作為來自你養主的清算報酬。,,這是從你的主[安拉]降示的報酬，一項充足的賞賜。,
5786,78 : 37,他是天地萬物的主，是至仁的主，他們不敢向他陳說。,,他們不敢對他交談。,,(它是來自)諸天與大地以及其間的萬物的主，仁主(拉曼)。沒有人能跟他(主)交談。,,"天與地及它倆之間的普慈的養主。他們無權與他
[注]
交談。",,[安拉是]天地萬物的主，是普慈之主。[復活日，未經他許可]，任何人都不敢與他說話。,
